name_id;Potential;Club;Club Logo;Value;Position;
59;87;Liverpool;https://cdn.sofifa.org/teams/2/light/9.png;$52.000.000;LM;
60;88;Liverpool;https://cdn.sofifa.org/teams/2/light/9.png;$44.500.000;LCB;
61;89;Manchester City;https://cdn.sofifa.org/teams/2/light/10.png;$56.500.000;RW;
62;87;Liverpool;https://cdn.sofifa.org/teams/2/light/9.png;$53.000.000;CAM;
63;91;Real Madrid;https://cdn.sofifa.org/teams/2/light/243.png;$50.000.000;RCB;
64;89;Paris Saint-Germain;https://cdn.sofifa.org/teams/2/light/73.png;$55.000.000;LCM;
65;86;Juventus;https://cdn.sofifa.org/teams/2/light/45.png;$36.500.000;LB;
66;86;Juventus;https://cdn.sofifa.org/teams/2/light/45.png;$46.500.000;LM;
67;86;FC Bayern München;https://cdn.sofifa.org/teams/2/light/21.png;$45.000.000;CAM;
68;86;FC Bayern München;https://cdn.sofifa.org/teams/2/light/21.png;$45.500.000;CM;
69;86;Borussia Dortmund;https://cdn.sofifa.org/teams/2/light/22.png;$43.500.000;LM;
70;86;Chelsea;https://cdn.sofifa.org/teams/2/light/5.png;$35.000.000;RB;
71;86;Juventus;https://cdn.sofifa.org/teams/2/light/45.png;$30.000.000;RCB;
72;87;Tottenham Hotspur;https://cdn.sofifa.org/teams/2/light/18.png;$39.000.000;RCB;
73;86;Juventus;https://cdn.sofifa.org/teams/2/light/45.png;$44.000.000;CDM;
74;86;Juventus;https://cdn.sofifa.org/teams/2/light/45.png;$30.000.000;CB;
75;86;Arsenal;https://cdn.sofifa.org/teams/2/light/1.png;$43.500.000;CAM;
76;86;Manchester City;https://cdn.sofifa.org/teams/2/light/10.png;$18.000.000;CDM;
77;86;Vissel Kobe;https://cdn.sofifa.org/teams/2/light/101146.png;$21.500.000;LF;
78;92;Inter;https://cdn.sofifa.org/teams/2/light/44.png;$46.500.000;LCB;
79;90;Lazio;https://cdn.sofifa.org/teams/2/light/46.png;$50.500.000;CM;
80;92;Real Madrid;https://cdn.sofifa.org/teams/2/light/243.png;$54.000.000;RW;
81;89;Olympique Lyonnais;https://cdn.sofifa.org/teams/2/light/66.png;$50.000.000;CAM;
82;90;Liverpool;https://cdn.sofifa.org/teams/2/light/9.png;$36.500.000;GK;
83;88;FC Bayern München;https://cdn.sofifa.org/teams/2/light/21.png;$40.500.000;RCM;
84;90;Atlético Madrid;https://cdn.sofifa.org/teams/2/light/240.png;$50.500.000;RCM;
85;85;Manchester City;https://cdn.sofifa.org/teams/2/light/10.png;$40.500.000;RW;
86;87;FC Bayern München;https://cdn.sofifa.org/teams/2/light/21.png;$38.000.000;LB;
87;86;Atlético Madrid;https://cdn.sofifa.org/teams/2/light/240.png;$45.000.000;LM;
88;86;Arsenal;https://cdn.sofifa.org/teams/2/light/1.png;$45.000.000;ST;
89;87;Roma;https://cdn.sofifa.org/teams/2/light/52.png;$37.500.000;LCB;
90;85;Manchester City;https://cdn.sofifa.org/teams/2/light/10.png;$28.500.000;CB;
91;85;Valencia CF;https://cdn.sofifa.org/teams/2/light/461.png;$37.000.000;RCM;
92;85;Guangzhou Evergrande Taobao FC;https://cdn.sofifa.org/teams/2/light/111839.png;$37.000.000;LDM;
93;87;Juventus;https://cdn.sofifa.org/teams/2/light/45.png;$32.000.000;GK;
94;85;Manchester United;https://cdn.sofifa.org/teams/2/light/11.png;$37.500.000;RW;
95;85;FC Porto;https://cdn.sofifa.org/teams/2/light/236.png;$39.000.000;LM;
96;85;FC Bayern München;https://cdn.sofifa.org/teams/2/light/21.png;$30.000.000;RCB;
97;85;FC Barcelona;https://cdn.sofifa.org/teams/2/light/241.png;$26.000.000;CAM;
98;85;Inter;https://cdn.sofifa.org/teams/2/light/44.png;$37.500.000;LM;
99;85;Roma;https://cdn.sofifa.org/teams/2/light/52.png;$30.500.000;ST;
100;85;Juventus;https://cdn.sofifa.org/teams/2/light/45.png;$33.000.000;RCM;
101;85;Atlético Madrid;https://cdn.sofifa.org/teams/2/light/240.png;$38.500.000;LS;
102;85;Inter;https://cdn.sofifa.org/teams/2/light/44.png;$35.500.000;CAM;
103;85;FC Schalke 04;https://cdn.sofifa.org/teams/2/light/34.png;$9.000.000;CB;
104;85;Juventus;https://cdn.sofifa.org/teams/2/light/45.png;$26.000.000;LM;
105;85;Inter;https://cdn.sofifa.org/teams/2/light/44.png;$15.500.000;CB;
106;85;Real Madrid;https://cdn.sofifa.org/teams/2/light/243.png;$37.000.000;ST;
107;85;Atlético Madrid;https://cdn.sofifa.org/teams/2/light/240.png;$21.500.000;LB;
108;85;Manchester City;https://cdn.sofifa.org/teams/2/light/10.png;$22.000.000;CB;
109;85;Beşiktaş JK;https://cdn.sofifa.org/teams/2/light/327.png;$9.000.000;RCB;
110;85;LA Galaxy;https://cdn.sofifa.org/teams/2/light/697.png;$14.000.000;RS;
111;88;Tottenham Hotspur;https://cdn.sofifa.org/teams/2/light/18.png;$34.000.000;RCB;
112;88;Atlético Madrid;https://cdn.sofifa.org/teams/2/light/240.png;$34.000.000;RCB;
113;87;FC Porto;https://cdn.sofifa.org/teams/2/light/236.png;$32.000.000;LB;
114;88;Manchester City;https://cdn.sofifa.org/teams/2/light/10.png;$34.000.000;LCB;
115;88;Sporting CP;https://cdn.sofifa.org/teams/2/light/237.png;$40.500.000;LCM;
116;90;FC Bayern München;https://cdn.sofifa.org/teams/2/light/21.png;$36.500.000;CB;
117;90;Manchester United;https://cdn.sofifa.org/teams/2/light/11.png;$42.500.000;LW;
118;90;Tottenham Hotspur;https://cdn.sofifa.org/teams/2/light/18.png;$42.500.000;LCM;
119;88;Liverpool;https://cdn.sofifa.org/teams/2/light/9.png;$34.000.000;CDM;
120;89;Paris Saint-Germain;https://cdn.sofifa.org/teams/2/light/73.png;$35.500.000;LDM;
121;86;Real Betis;https://cdn.sofifa.org/teams/2/light/449.png;$31.500.000;CDM;
122;87;Chelsea;https://cdn.sofifa.org/teams/2/light/5.png;$38.000.000;CM;
123;87;Olympique de Marseille;https://cdn.sofifa.org/teams/2/light/219.png;$39.000.000;RM;
124;87;Real Madrid;https://cdn.sofifa.org/teams/2/light/243.png;$31.500.000;RB;
125;89;Olympique Lyonnais;https://cdn.sofifa.org/teams/2/light/66.png;$42.000.000;ST;
126;85;Tottenham Hotspur;https://cdn.sofifa.org/teams/2/light/18.png;$37.000.000;LM;
127;86;Olympique Lyonnais;https://cdn.sofifa.org/teams/2/light/66.png;$25.000.000;GK;
128;86;Inter;https://cdn.sofifa.org/teams/2/light/44.png;$31.500.000;CB;
129;89;Juventus;https://cdn.sofifa.org/teams/2/light/45.png;$29.500.000;GK;
130;84;Juventus;https://cdn.sofifa.org/teams/2/light/45.png;$29.500.000;RAM;
131;84;RC Celta;https://cdn.sofifa.org/teams/2/light/450.png;$30.000.000;ST;
132;87;Arsenal;https://cdn.sofifa.org/teams/2/light/1.png;$27.000.000;GK;
133;84;Manchester United;https://cdn.sofifa.org/teams/2/light/11.png;$24.000.000;CDM;
134;84;Bayer 04 Leverkusen;https://cdn.sofifa.org/teams/2/light/32.png;$22.000.000;GK;
135;84;Real Sociedad;https://cdn.sofifa.org/teams/2/light/457.png;$31.000.000;RDM;
136;84;Manchester City;https://cdn.sofifa.org/teams/2/light/10.png;$24.500.000;RB;
137;84;Manchester City;https://cdn.sofifa.org/teams/2/light/10.png;$32.000.000;CM;
138;84;Napoli;https://cdn.sofifa.org/teams/2/light/48.png;$27.500.000;RM;
139;84;Paris Saint-Germain;https://cdn.sofifa.org/teams/2/light/73.png;$29.500.000;RM;
140;84;Juventus;https://cdn.sofifa.org/teams/2/light/45.png;$25.000.000;ST;
141;84;Chelsea;https://cdn.sofifa.org/teams/2/light/5.png;$30.500.000;RW;
142;85;Villarreal CF;https://cdn.sofifa.org/teams/2/light/483.png;$24.000.000;GK;
143;84;Sevilla FC;https://cdn.sofifa.org/teams/2/light/481.png;$29.000.000;CDM;
144;84;Borussia Dortmund;https://cdn.sofifa.org/teams/2/light/22.png;$24.000.000;LCM;
145;84;Olympique de Marseille;https://cdn.sofifa.org/teams/2/light/219.png;$27.500.000;CAM;
146;84;SL Benfica;https://cdn.sofifa.org/teams/2/light/234.png;$16.500.000;ST;
147;84;Arsenal;https://cdn.sofifa.org/teams/2/light/1.png;$23.000.000;RCB;
148;84;AS Saint-Étienne;https://cdn.sofifa.org/teams/2/light/1819.png;$19.000.000;GK;
149;84;AS Monaco;https://cdn.sofifa.org/teams/2/light/69.png;$25.000.000;RS;
150;84;Leicester City;https://cdn.sofifa.org/teams/2/light/95.png;$19.000.000;GK;
151;84;Napoli;https://cdn.sofifa.org/teams/2/light/48.png;$18.000.000;RCB;
152;84;Atalanta;https://cdn.sofifa.org/teams/2/light/39.png;$30.000.000;LS;
153;84;Juventus;https://cdn.sofifa.org/teams/2/light/45.png;$4.200.000;CB;
154;84;Beşiktaş JK;https://cdn.sofifa.org/teams/2/light/327.png;$15.500.000;RM;
155;84;FC Bayern München;https://cdn.sofifa.org/teams/2/light/21.png;$15.500.000;RM;
156;92;FC Barcelona;https://cdn.sofifa.org/teams/2/light/241.png;$40.000.000;RW;
157;92;Manchester City;https://cdn.sofifa.org/teams/2/light/10.png;$41.000.000;ST;
158;83;Grêmio;https://cdn.sofifa.org/teams/2/light/1629.png;$28.000.000;RW;
159;83;Grêmio;https://cdn.sofifa.org/teams/2/light/1629.png;$22.500.000;LCB;
160;83;Atlético Mineiro;https://cdn.sofifa.org/teams/2/light/1035.png;$28.500.000;ST;
161;89;Paris Saint-Germain;https://cdn.sofifa.org/teams/2/light/73.png;$30.500.000;LCB;
162;88;Liverpool;https://cdn.sofifa.org/teams/2/light/9.png;$34.000.000;CM;
163;88;FC Bayern München;https://cdn.sofifa.org/teams/2/light/21.png;$34.000.000;CM;
164;89;Atlético Madrid;https://cdn.sofifa.org/teams/2/light/240.png;$35.500.000;LM;
165;87;FC Bayern München;https://cdn.sofifa.org/teams/2/light/21.png;$34.000.000;LM;
166;88;Bayer 04 Leverkusen;https://cdn.sofifa.org/teams/2/light/32.png;$29.500.000;CB;
167;90;Guangzhou Evergrande Taobao FC;https://cdn.sofifa.org/teams/2/light/111839.png;$36.500.000;CAM;
168;87;RB Leipzig;https://cdn.sofifa.org/teams/2/light/112172.png;$34.500.000;RW;
169;87;Paris Saint-Germain;https://cdn.sofifa.org/teams/2/light/73.png;$33.000.000;CM;
170;88;FC Bayern München;https://cdn.sofifa.org/teams/2/light/21.png;$34.000.000;CM;
171;84;Sevilla FC;https://cdn.sofifa.org/teams/2/light/481.png;$30.500.000;RM;
172;86;Ajax;https://cdn.sofifa.org/teams/2/light/245.png;$32.500.000;RAM;
173;83;Real Madrid;https://cdn.sofifa.org/teams/2/light/243.png;$27.000.000;RW;
174;86;Dalian YiFang FC;https://cdn.sofifa.org/teams/2/light/112378.png;$33.000.000;LM;
175;85;Villarreal CF;https://cdn.sofifa.org/teams/2/light/483.png;$32.000.000;LS;
176;83;FC Porto;https://cdn.sofifa.org/teams/2/light/236.png;$20.000.000;RCB;
177;89;Chelsea;https://cdn.sofifa.org/teams/2/light/5.png;$35.000.000;LCM;
178;91;Chelsea;https://cdn.sofifa.org/teams/2/light/5.png;$28.500.000;GK;
179;84;Villarreal CF;https://cdn.sofifa.org/teams/2/light/483.png;$30.000.000;RCM;
180;88;FC Bayern München;https://cdn.sofifa.org/teams/2/light/21.png;$34.500.000;ST;
181;88;Everton;https://cdn.sofifa.org/teams/2/light/7.png;$25.000.000;GK;
182;86;Atlético Madrid;https://cdn.sofifa.org/teams/2/light/240.png;$26.000.000;CB;
183;87;Manchester City;https://cdn.sofifa.org/teams/2/light/10.png;$28.500.000;RCB;
184;86;Milan;https://cdn.sofifa.org/teams/2/light/47.png;$33.000.000;RW;
185;86;Paris Saint-Germain;https://cdn.sofifa.org/teams/2/light/73.png;$32.500.000;CM;
186;85;West Ham United;https://cdn.sofifa.org/teams/2/light/19.png;$31.500.000;LM;
187;84;Tottenham Hotspur;https://cdn.sofifa.org/teams/2/light/18.png;$31.000.000;RM;
188;86;FC Porto;https://cdn.sofifa.org/teams/2/light/236.png;$27.000.000;CDM;
189;85;Real Madrid;https://cdn.sofifa.org/teams/2/light/243.png;$24.500.000;CB;
190;87;1. FC Köln;https://cdn.sofifa.org/teams/2/light/31.png;$24.000.000;GK;
191;83;Napoli;https://cdn.sofifa.org/teams/2/light/48.png;$26.500.000;RCM;
192;83;Lazio;https://cdn.sofifa.org/teams/2/light/46.png;$19.000.000;CB;
193;86;FC Barcelona;https://cdn.sofifa.org/teams/2/light/241.png;$26.500.000;RB;
194;84;Valencia CF;https://cdn.sofifa.org/teams/2/light/461.png;$30.500.000;ST;
195;83;SL Benfica;https://cdn.sofifa.org/teams/2/light/234.png;$25.500.000;LCM;
196;83;RB Leipzig;https://cdn.sofifa.org/teams/2/light/112172.png;$26.500.000;LCM;
197;84;Valencia CF;https://cdn.sofifa.org/teams/2/light/461.png;$21.000.000;GK;
198;84;TSG 1899 Hoffenheim;https://cdn.sofifa.org/teams/2/light/10029.png;$21.000.000;GK;
199;83;Everton;https://cdn.sofifa.org/teams/2/light/7.png;$21.000.000;RDM;
200;83;Arsenal;https://cdn.sofifa.org/teams/2/light/1.png;$25.500.000;RM;
201;84;Chelsea;https://cdn.sofifa.org/teams/2/light/5.png;$24.000.000;LB;
202;83;AS Monaco;https://cdn.sofifa.org/teams/2/light/69.png;$13.000.000;GK;
203;83;AS Monaco;https://cdn.sofifa.org/teams/2/light/69.png;$19.000.000;RCB;
204;83;Olympique de Marseille;https://cdn.sofifa.org/teams/2/light/219.png;$21.000.000;CDM;
205;83;Sporting CP;https://cdn.sofifa.org/teams/2/light/237.png;$26.000.000;ST;
206;84;Shanghai SIPG FC;https://cdn.sofifa.org/teams/2/light/112540.png;$30.500.000;LCM;
207;83;OGC Nice;https://cdn.sofifa.org/teams/2/light/72.png;$27.500.000;LS;
208;83;Olympique de Marseille;https://cdn.sofifa.org/teams/2/light/219.png;$19.000.000;LCB;
209;83;Al Nassr;https://cdn.sofifa.org/teams/2/light/112139.png;$26.000.000;CAM;
210;83;Chelsea;https://cdn.sofifa.org/teams/2/light/5.png;$17.500.000;LCB;
211;84;FC Schalke 04;https://cdn.sofifa.org/teams/2/light/34.png;$20.000.000;GK;
212;83;Manchester United;https://cdn.sofifa.org/teams/2/light/11.png;$24.500.000;RM;
213;83;Atlético Madrid;https://cdn.sofifa.org/teams/2/light/240.png;$15.500.000;GK;
214;83;Wolverhampton Wanderers;https://cdn.sofifa.org/teams/2/light/110.png;$16.500.000;GK;
215;84;Borussia Mönchengladbach;https://cdn.sofifa.org/teams/2/light/23.png;$20.000.000;GK;
216;83;FC Bayern München;https://cdn.sofifa.org/teams/2/light/21.png;$20.000.000;CDM;
217;83;Bayer 04 Leverkusen;https://cdn.sofifa.org/teams/2/light/32.png;$20.000.000;RB;
218;83;Lazio;https://cdn.sofifa.org/teams/2/light/46.png;$17.500.000;LDM;
219;83;Olympique de Marseille;https://cdn.sofifa.org/teams/2/light/219.png;$13.000.000;GK;
220;83;Chelsea;https://cdn.sofifa.org/teams/2/light/5.png;$22.000.000;CM;
221;83;Tottenham Hotspur;https://cdn.sofifa.org/teams/2/light/18.png;$24.000.000;CM;
222;83;FC Bayern München;https://cdn.sofifa.org/teams/2/light/21.png;$11.500.000;LM;
223;83;Hertha BSC;https://cdn.sofifa.org/teams/2/light/166.png;$13.000.000;GK;
224;83;Roma;https://cdn.sofifa.org/teams/2/light/52.png;$8.000.000;RDM;
225;83;Milan;https://cdn.sofifa.org/teams/2/light/47.png;$6.000.000;GK;
226;85;SV Werder Bremen;https://cdn.sofifa.org/teams/2/light/38.png;$19.500.000;GK;
227;91;Ajax;https://cdn.sofifa.org/teams/2/light/245.png;$27.000.000;RCB;
228;87;Atlético Madrid;https://cdn.sofifa.org/teams/2/light/240.png;$29.000.000;CM;
229;90;FC Barcelona;https://cdn.sofifa.org/teams/2/light/241.png;$32.500.000;LCM;
230;93;Milan;https://cdn.sofifa.org/teams/2/light/47.png;$29.000.000;GK;
231;82;Atlético Mineiro;https://cdn.sofifa.org/teams/2/light/1035.png;$16.500.000;RCM;
232;82;Cruzeiro;https://cdn.sofifa.org/teams/2/light/568.png;$6.500.000;RCB;
233;82;Grêmio;https://cdn.sofifa.org/teams/2/light/1629.png;$14.000.000;GK;
234;87;Atlético Madrid;https://cdn.sofifa.org/teams/2/light/240.png;$29.500.000;RM;
235;86;Valencia CF;https://cdn.sofifa.org/teams/2/light/461.png;$29.000.000;LM;
236;87;Arsenal;https://cdn.sofifa.org/teams/2/light/1.png;$25.000.000;LCM;
237;89;FC Barcelona;https://cdn.sofifa.org/teams/2/light/241.png;$31.500.000;RW;
238;87;Real Betis;https://cdn.sofifa.org/teams/2/light/449.png;$21.500.000;GK;
239;88;Atlético Madrid;https://cdn.sofifa.org/teams/2/light/240.png;$25.500.000;LB;
240;88;FC Barcelona;https://cdn.sofifa.org/teams/2/light/241.png;$26.000.000;LCB;
241;83;TSG 1899 Hoffenheim;https://cdn.sofifa.org/teams/2/light/10029.png;$26.000.000;LCM;
242;87;Liverpool;https://cdn.sofifa.org/teams/2/light/9.png;$24.500.000;LB;
243;83;Athletic Club de Bilbao;https://cdn.sofifa.org/teams/2/light/448.png;$20.000.000;RCM;
244;87;Juventus;https://cdn.sofifa.org/teams/2/light/45.png;$29.500.000;RM;
245;88;Bayer 04 Leverkusen;https://cdn.sofifa.org/teams/2/light/32.png;$30.500.000;LM;
246;86;Juventus;https://cdn.sofifa.org/teams/2/light/45.png;$24.500.000;CB;
247;86;Milan;https://cdn.sofifa.org/teams/2/light/47.png;$29.000.000;RM;
248;88;Juventus;https://cdn.sofifa.org/teams/2/light/45.png;$25.500.000;RB;
249;89;Milan;https://cdn.sofifa.org/teams/2/light/47.png;$26.500.000;LCB;
250;88;Atlético Madrid;https://cdn.sofifa.org/teams/2/light/240.png;$25.500.000;CDM;
251;84;Manchester United;https://cdn.sofifa.org/teams/2/light/11.png;$26.500.000;CM;
252;82;Leicester City;https://cdn.sofifa.org/teams/2/light/95.png;$20.000.000;ST;
253;87;Torino;https://cdn.sofifa.org/teams/2/light/54.png;$30.000.000;LS;
254;83;RB Leipzig;https://cdn.sofifa.org/teams/2/light/112172.png;$26.000.000;LM;
255;83;Manchester United;https://cdn.sofifa.org/teams/2/light/11.png;$26.500.000;CAM;
256;82;Sevilla FC;https://cdn.sofifa.org/teams/2/light/481.png;$21.500.000;LCM;
257;82;Medipol Başakşehir FK;https://cdn.sofifa.org/teams/2/light/101014.png;$22.500.000;RM;
258;84;Chelsea;https://cdn.sofifa.org/teams/2/light/5.png;$22.500.000;CB;
259;83;Roma;https://cdn.sofifa.org/teams/2/light/52.png;$20.500.000;RB;
260;85;Leicester City;https://cdn.sofifa.org/teams/2/light/95.png;$23.500.000;LCB;
261;83;Paris Saint-Germain;https://cdn.sofifa.org/teams/2/light/73.png;$21.000.000;RM;
262;82;FC Schalke 04;https://cdn.sofifa.org/teams/2/light/34.png;$18.500.000;CB;
263;85;Valencia CF;https://cdn.sofifa.org/teams/2/light/461.png;$27.500.000;CM;
264;87;FC Barcelona;https://cdn.sofifa.org/teams/2/light/241.png;$29.500.000;CAM;
265;83;Valencia CF;https://cdn.sofifa.org/teams/2/light/461.png;$21.000.000;LCB;
266;85;Chelsea;https://cdn.sofifa.org/teams/2/light/5.png;$28.500.000;ST;
267;84;FC Barcelona;https://cdn.sofifa.org/teams/2/light/241.png;$18.000.000;GK;
268;82;Sevilla FC;https://cdn.sofifa.org/teams/2/light/481.png;$23.500.000;RS;
269;83;Beijing Sinobo Guoan FC;https://cdn.sofifa.org/teams/2/light/111768.png;$26.000.000;ST;
270;83;Sevilla FC;https://cdn.sofifa.org/teams/2/light/481.png;$26.000.000;RCM;
271;85;Crystal Palace;https://cdn.sofifa.org/teams/2/light/1799.png;$28.500.000;LS;
272;85;Lazio;https://cdn.sofifa.org/teams/2/light/46.png;$28.500.000;CF;
273;82;Beijing Sinobo Guoan FC;https://cdn.sofifa.org/teams/2/light/111768.png;$22.500.000;LF;
274;83;Real Betis;https://cdn.sofifa.org/teams/2/light/449.png;$21.000.000;CB;
275;83;Sporting CP;https://cdn.sofifa.org/teams/2/light/237.png;$21.000.000;RCB;
276;83;Real Sociedad;https://cdn.sofifa.org/teams/2/light/457.png;$26.500.000;ST;
277;82;PFC CSKA Moscow;https://cdn.sofifa.org/teams/2/light/315.png;$18.500.000;RB;
278;83;Villarreal CF;https://cdn.sofifa.org/teams/2/light/483.png;$19.500.000;LCB;
279;83;Borussia Dortmund;https://cdn.sofifa.org/teams/2/light/22.png;$21.500.000;LCM;
280;85;VfL Wolfsburg;https://cdn.sofifa.org/teams/2/light/175.png;$19.500.000;GK;
281;85;Borussia Dortmund;https://cdn.sofifa.org/teams/2/light/22.png;$27.000.000;CM;
282;84;Arsenal;https://cdn.sofifa.org/teams/2/light/1.png;$22.500.000;RCB;
283;82;Roma;https://cdn.sofifa.org/teams/2/light/52.png;$21.500.000;CAM;
284;82;Chelsea;https://cdn.sofifa.org/teams/2/light/5.png;$21.000.000;RW;
285;82;Milan;https://cdn.sofifa.org/teams/2/light/47.png;$22.000.000;CM;
286;85;Borussia Dortmund;https://cdn.sofifa.org/teams/2/light/22.png;$18.500.000;GK;
287;82;Shakhtar Donetsk;https://cdn.sofifa.org/teams/2/light/101059.png;$21.000.000;LM;
288;82;Roma;https://cdn.sofifa.org/teams/2/light/52.png;$17.000.000;CDM;
289;82;Shakhtar Donetsk;https://cdn.sofifa.org/teams/2/light/101059.png;$21.000.000;RM;
290;83;Arsenal;https://cdn.sofifa.org/teams/2/light/1.png;$25.000.000;CAM;
291;82;Tottenham Hotspur;https://cdn.sofifa.org/teams/2/light/18.png;$18.500.000;RB;
292;82;Roma;https://cdn.sofifa.org/teams/2/light/52.png;$12.500.000;LB;
293;82;Everton;https://cdn.sofifa.org/teams/2/light/7.png;$22.500.000;CAM;
294;82;Toronto FC;https://cdn.sofifa.org/teams/2/light/111651.png;$20.000.000;CF;
295;82;West Ham United;https://cdn.sofifa.org/teams/2/light/19.png;$22.000.000;LS;
296;82;Dalian YiFang FC;https://cdn.sofifa.org/teams/2/light/112378.png;$21.000.000;CAM;
